"topic","term","beta"
5,"tp",9.22128742585246e-06
6,"tp",9.00372033724334e-07
1,"assistant",8.90819393494524e-07
2,"assistant",0.000388391583263757
3,"assistant",1.86439293590395e-05
4,"assistant",8.63146410346709e-07
5,"assistant",9.22128742585246e-06
6,"assistant",9.00372033724334e-07
1,"bonus",8.90819393494524e-07
2,"bonus",8.80706538013056e-07
3,"bonus",8.87806159954261e-07
4,"bonus",8.63146410346709e-07
5,"bonus",8.38298856895678e-07
6,"bonus",0.000126952456755131
1,"organized",8.90819393494524e-07
2,"organized",1.84948372982742e-05
3,"organized",8.87806159954261e-07
4,"organized",8.63146410346709e-07
5,"organized",8.38298856895678e-07
6,"organized",0.000198982219453078
1,"splendid",8.90819393494524e-07
2,"splendid",8.80706538013056e-07
3,"splendid",8.87806159954261e-07
4,"splendid",8.63146410346709e-07
5,"splendid",8.38298856895678e-07
6,"splendid",7.29301347316712e-05
1,"luv",8.90819393494524e-07
2,"luv",8.80706538013056e-07
3,"luv",8.87806159954261e-07
4,"luv",8.63146410346709e-07
5,"luv",8.38298856895678e-07
6,"luv",0.000126952456755131
1,"progressively",1.8707207263385e-05
2,"progressively",3.61089680585353e-05
3,"progressively",9.76586775949687e-06
4,"progressively",8.63146410346709e-07
5,"progressively",5.11362302706364e-05
6,"progressively",9.00372033724334e-07
1,"jt",8.90819393494524e-07
2,"jt",3.61089680585353e-05
3,"jt",8.87806159954261e-07
4,"jt",8.63146410346709e-07
5,"jt",9.22128742585246e-06
6,"jt",9.90409237096768e-06
1,"killing",8.90819393494524e-07
2,"killing",9.68777191814362e-06
3,"killing",8.87806159954261e-07
4,"killing",0.000242544141307425
5,"killing",8.38298856895678e-07
6,"killing",9.00372033724334e-07
1,"cellphone",8.90819393494524e-07
2,"cellphone",8.80706538013056e-07
3,"cellphone",0.000169570976551264
4,"cellphone",8.63146410346709e-07
5,"cellphone",8.38298856895678e-07
6,"cellphone",9.00372033724334e-07
1,"moments",8.90819393494524e-07
2,"moments",8.80706538013056e-07
3,"moments",8.87806159954261e-07
4,"moments",9.4946105138138e-06
5,"moments",8.38298856895678e-07
6,"moments",0.000144959897429618
1,"genuinely",8.90819393494524e-07
2,"genuinely",8.80706538013056e-07
3,"genuinely",0.00025835159254669
4,"genuinely",8.63146410346709e-07
5,"genuinely",8.38298856895678e-07
6,"genuinely",9.00372033724334e-07
1,"remained",8.90819393494524e-07
2,"remained",8.80706538013056e-07
3,"remained",8.87806159954261e-07
4,"remained",8.63146410346709e-07
5,"remained",8.38298856895678e-07
6,"remained",8.19338550689144e-05
1,"basement",8.90819393494524e-07
2,"basement",8.80706538013056e-07
3,"basement",8.87806159954261e-07
4,"basement",8.63146410346709e-07
5,"basement",8.38298856895678e-07
6,"basement",4.59189737199411e-05
1,"twond",8.90819393494524e-07
2,"twond",8.80706538013056e-07
3,"twond",4.52781141576672e-05
4,"twond",8.63146410346709e-07
5,"twond",8.38298856895678e-07
6,"twond",9.00372033724334e-07
1,"iv",0.000107789146612837
2,"iv",8.80706538013056e-07
3,"iv",8.87806159954261e-07
4,"iv",1.81260746172809e-05
5,"iv",8.38298856895678e-07
6,"iv",9.00372033724334e-07
1,"ripped",8.90819393494524e-07
2,"ripped",4.49160334386658e-05
3,"ripped",8.87806159954261e-07
4,"ripped",8.63146410346709e-07
5,"ripped",8.38298856895678e-07
6,"ripped",9.00372033724334e-07
1,"actively",8.90819393494524e-07
2,"actively",0.000335549190982974
3,"actively",8.87806159954261e-07
4,"actively",5.26519310311492e-05
5,"actively",8.38298856895678e-07
6,"actively",9.00372033724334e-07
1,"states",8.90819393494524e-07
2,"states",0.000141793752620102
3,"states",8.87806159954261e-07
4,"states",8.63146410346709e-07
5,"states",8.38298856895678e-07
6,"states",9.00372033724334e-07
1,"question",8.90819393494524e-07
2,"question",8.80706538013056e-07
3,"question",0.000142936791752636
4,"question",8.63146410346709e-07
5,"question",8.38298856895678e-07
6,"question",5.49226940571845e-05
1,"restricted",8.90819393494524e-07
2,"restricted",0.00011537255647971
3,"restricted",8.87806159954261e-07
4,"restricted",8.63146410346709e-07
5,"restricted",9.22128742585246e-06
6,"restricted",9.00372033724334e-07
1,"traveling",0.000116697340547783
2,"traveling",2.73019026784047e-05
3,"traveling",1.86439293590395e-05
4,"traveling",8.63146410346709e-07
5,"traveling",8.38298856895678e-07
6,"traveling",9.90409237096768e-06
1,"definition",4.54317890682208e-05
2,"definition",8.80706538013056e-07
3,"definition",8.87806159954261e-07
4,"definition",8.63146410346709e-07
5,"definition",8.38298856895678e-07
6,"definition",9.00372033724334e-07
1,"customizable",8.90819393494524e-07
2,"customizable",8.80706538013056e-07
3,"customizable",5.41561757572099e-05
4,"customizable",8.63146410346709e-07
5,"customizable",8.38298856895678e-07
6,"customizable",2.79115330454544e-05
1,"summer",4.54317890682208e-05
2,"summer",8.80706538013056e-07
3,"summer",8.87806159954261e-07
4,"summer",8.63146410346709e-07
5,"summer",8.38298856895678e-07
6,"summer",9.00372033724334e-07
1,"awsome",2.76154011983302e-05
2,"awsome",8.80706538013056e-07
3,"awsome",8.87806159954261e-07
4,"awsome",8.63146410346709e-07
5,"awsome",8.38298856895678e-07
6,"awsome",0.000171971058441348
1,"glitchiest",8.90819393494524e-07
2,"glitchiest",8.80706538013056e-07
3,"glitchiest",8.87806159954261e-07
4,"glitchiest",5.26519310311492e-05
5,"glitchiest",9.22128742585246e-06
6,"glitchiest",9.00372033724334e-07
1,"jams",8.90819393494524e-07
2,"jams",8.80706538013056e-07
3,"jams",8.87806159954261e-07
4,"jams",8.63146410346709e-07
5,"jams",9.22128742585246e-06
6,"jams",6.39264143944278e-05
1,"habit",8.90819393494524e-07
2,"habit",8.80706538013056e-07
3,"habit",8.87806159954261e-07
4,"habit",3.53890028242151e-05
5,"habit",8.38298856895678e-07
6,"habit",5.49226940571845e-05
1,"subpar",8.90819393494524e-07
2,"subpar",8.80706538013056e-07
3,"subpar",8.07903605558377e-05
4,"subpar",8.63146410346709e-07
5,"subpar",8.38298856895678e-07
6,"subpar",1.8907812708211e-05
1,"loss",0.000179054698092399
2,"loss",9.68777191814362e-06
3,"loss",8.87806159954261e-07
4,"loss",8.63146410346709e-07
5,"loss",8.38298856895678e-07
6,"loss",9.00372033724334e-07
1,"1-2",8.10645648080017e-05
2,"1-2",8.80706538013056e-07
3,"1-2",8.87806159954261e-07
4,"1-2",8.63146410346709e-07
5,"1-2",8.38298856895678e-07
6,"1-2",3.69152533826978e-05
1,"bank",8.90819393494524e-07
2,"bank",0.000194636144900885
3,"bank",8.87806159954261e-07
4,"bank",8.63146410346709e-07
5,"bank",8.38298856895678e-07
6,"bank",9.00372033724334e-07
1,"prove",8.90819393494524e-07
2,"prove",8.80706538013056e-07
3,"prove",5.41561757572099e-05
4,"prove",8.63146410346709e-07
5,"prove",8.38298856895678e-07
6,"prove",9.00372033724334e-07
1,"expectations",8.90819393494524e-07
2,"expectations",8.80706538013056e-07
3,"expectations",3.64000525581247e-05
4,"expectations",4.40204669276821e-05
5,"expectations",8.38298856895678e-07
6,"expectations",1.8907812708211e-05
1,"busy",8.90819393494524e-07
2,"busy",8.80706538013056e-07
3,"busy",0.000196205161349891
4,"busy",8.63146410346709e-07
5,"busy",8.38298856895678e-07
6,"busy",9.00372033724334e-07
1,"attention",8.90819393494524e-07
2,"attention",8.80706538013056e-07
3,"attention",0.00029386383894486
4,"attention",8.63146410346709e-07
5,"attention",8.38298856895678e-07
6,"attention",9.00372033724334e-07
1,"proper",0.000526474261555264
2,"proper",8.80706538013056e-07
3,"proper",8.87806159954261e-07
4,"proper",8.63146410346709e-07
5,"proper",8.38298856895678e-07
6,"proper",9.00372033724334e-07
1,"feelings",8.90819393494524e-07
2,"feelings",8.80706538013056e-07
3,"feelings",8.87806159954261e-07
4,"feelings",4.40204669276821e-05
5,"feelings",8.38298856895678e-07
6,"feelings",1.8907812708211e-05
1,"replays",8.90819393494524e-07
2,"replays",8.80706538013056e-07
3,"replays",8.87806159954261e-07
4,"replays",6.99148592380834e-05
5,"replays",8.38298856895678e-07
6,"replays",3.69152533826978e-05
1,"john",8.90819393494524e-07
2,"john",8.80706538013056e-07
3,"john",8.87806159954261e-07
4,"john",4.40204669276821e-05
5,"john",8.38298856895678e-07
6,"john",9.00372033724334e-07
1,"hiccups",8.90819393494524e-07
2,"hiccups",8.80706538013056e-07
3,"hiccups",5.41561757572099e-05
4,"hiccups",8.63146410346709e-07
5,"hiccups",8.38298856895678e-07
6,"hiccups",9.00372033724334e-07
1,"shady",8.90819393494524e-07
2,"shady",8.80706538013056e-07
3,"shady",8.87806159954261e-07
4,"shady",6.12833951346163e-05
5,"shady",8.38298856895678e-07
6,"shady",9.00372033724334e-07
1,"spy",8.90819393494524e-07
2,"spy",3.61089680585353e-05
3,"spy",8.87806159954261e-07
4,"spy",8.63146410346709e-07
5,"spy",9.22128742585246e-06
6,"spy",9.00372033724334e-07
1,"likely",8.10645648080017e-05
2,"likely",0.000124179621859841
3,"likely",8.87806159954261e-07
4,"likely",8.63146410346709e-07
5,"likely",8.38298856895678e-07
6,"likely",7.29301347316712e-05
1,"e.g",8.10645648080017e-05
2,"e.g",9.68777191814362e-06
3,"e.g",8.87806159954261e-07
4,"e.g",9.4946105138138e-06
5,"e.g",8.38298856895678e-07
6,"e.g",8.19338550689144e-05
1,"acces",6.32481769381112e-05
2,"acces",8.80706538013056e-07
3,"acces",8.87806159954261e-07
4,"acces",8.63146410346709e-07
5,"acces",8.38298856895678e-07
6,"acces",9.00372033724334e-07
1,"forty-seven",8.90819393494524e-07
2,"forty-seven",4.49160334386658e-05
3,"forty-seven",8.87806159954261e-07
4,"forty-seven",8.63146410346709e-07
5,"forty-seven",1.76042759948093e-05
6,"forty-seven",9.00372033724334e-07
1,"faulty",8.90819393494524e-07
2,"faulty",1.84948372982742e-05
3,"faulty",8.87806159954261e-07
4,"faulty",7.85463233415505e-05
5,"faulty",8.38298856895678e-07
6,"faulty",9.00372033724334e-07
1,"vpn",6.32481769381112e-05
2,"vpn",8.80706538013056e-07
3,"vpn",8.87806159954261e-07
4,"vpn",9.4946105138138e-06
5,"vpn",5.95192188395932e-05
6,"vpn",9.00372033724334e-07
1,"fold",8.90819393494524e-07
2,"fold",8.80706538013056e-07
3,"fold",8.87806159954261e-07
4,"fold",0.000130335107962353
5,"fold",8.38298856895678e-07
6,"fold",9.00372033724334e-07
1,"spotifys",2.76154011983302e-05
2,"spotifys",0.00010656549109958
3,"spotifys",8.87806159954261e-07
4,"spotifys",9.4946105138138e-06
5,"spotifys",9.22128742585246e-06
6,"spotifys",9.00372033724334e-07
1,"audios",8.90819393494524e-07
2,"audios",8.80706538013056e-07
3,"audios",5.41561757572099e-05
4,"audios",8.63146410346709e-07
5,"audios",8.38298856895678e-07
6,"audios",1.8907812708211e-05
1,"eat",1.8707207263385e-05
2,"eat",8.89513603393186e-05
3,"eat",8.87806159954261e-07
4,"eat",8.63146410346709e-07
5,"eat",8.38298856895678e-07
6,"eat",9.00372033724334e-07
1,"butter",8.90819393494524e-07
2,"butter",2.73019026784047e-05
3,"butter",8.87806159954261e-07
4,"butter",8.63146410346709e-07
5,"butter",9.22128742585246e-06
6,"butter",9.90409237096768e-06
1,"places",0.000250320249571961
2,"places",8.80706538013056e-07
3,"places",2.75219909585821e-05
4,"places",8.63146410346709e-07
5,"places",8.38298856895678e-07
6,"places",9.00372033724334e-07
1,"icons",8.90819393494524e-07
2,"icons",8.80706538013056e-07
3,"icons",0.000178449038150806
4,"icons",8.63146410346709e-07
5,"icons",8.38298856895678e-07
6,"icons",9.00372033724334e-07
1,"operating",9.79901332843977e-06
2,"operating",8.80706538013056e-07
3,"operating",8.87806159954261e-07
4,"operating",9.58092515484846e-05
5,"operating",8.38298856895678e-07
6,"operating",9.00372033724334e-07
1,"non-premium",8.90819393494524e-07
2,"non-premium",8.80706538013056e-07
3,"non-premium",0.000125180668553551
4,"non-premium",8.63146410346709e-07
5,"non-premium",8.38298856895678e-07
6,"non-premium",9.00372033724334e-07
1,"unique",8.90819393494524e-07
2,"unique",8.80706538013056e-07
3,"unique",8.87806159954261e-07
4,"unique",8.63146410346709e-07
5,"unique",1.76042759948093e-05
6,"unique",0.000108945016080645
1,"tempting",8.90819393494524e-07
2,"tempting",8.80706538013056e-07
3,"tempting",8.87806159954261e-07
4,"tempting",4.40204669276821e-05
5,"tempting",8.38298856895678e-07
6,"tempting",9.00372033724334e-07
1,"tad",8.90819393494524e-07
2,"tad",8.80706538013056e-07
3,"tad",8.87806159954261e-07
4,"tad",1.81260746172809e-05
5,"tad",8.38298856895678e-07
6,"tad",3.69152533826978e-05
1,"posting",8.90819393494524e-07
2,"posting",8.80706538013056e-07
3,"posting",5.41561757572099e-05
4,"posting",3.53890028242151e-05
5,"posting",8.38298856895678e-07
6,"posting",9.00372033724334e-07
1,"pirating",8.90819393494524e-07
2,"pirating",8.80706538013056e-07
3,"pirating",8.87806159954261e-07
4,"pirating",3.53890028242151e-05
5,"pirating",9.22128742585246e-06
6,"pirating",9.00372033724334e-07
1,"lossless",8.90819393494524e-07
2,"lossless",8.80706538013056e-07
3,"lossless",8.87806159954261e-07
4,"lossless",8.63146410346709e-07
5,"lossless",8.38298856895678e-07
6,"lossless",0.000406067787209675
1,"dunno",7.21563708730564e-05
2,"dunno",8.80706538013056e-07
3,"dunno",2.75219909585821e-05
4,"dunno",8.63146410346709e-07
5,"dunno",8.38298856895678e-07
6,"dunno",9.90409237096768e-06
1,"informative",8.90819393494524e-07
2,"informative",8.80706538013056e-07
3,"informative",1.86439293590395e-05
4,"informative",8.63146410346709e-07
5,"informative",2.5987264563766e-05
6,"informative",1.8907812708211e-05
1,"dig",9.79901332843977e-06
2,"dig",8.80706538013056e-07
3,"dig",2.75219909585821e-05
4,"dig",5.26519310311492e-05
5,"dig",8.38298856895678e-07
6,"dig",9.00372033724334e-07
1,"pray",8.90819393494524e-07
2,"pray",8.80706538013056e-07
3,"pray",8.87806159954261e-07
4,"pray",8.63146410346709e-07
5,"pray",6.790220740855e-05
6,"pray",9.00372033724334e-07
1,"tapping",8.90819393494524e-07
2,"tapping",9.68777191814362e-06
3,"tapping",8.87806159954261e-07
4,"tapping",0.000208018284893557
5,"tapping",4.27532417016796e-05
6,"tapping",9.00372033724334e-07
1,"dot",9.79901332843977e-06
2,"dot",8.80706538013056e-07
3,"dot",0.000160692914951721
4,"dot",8.63146410346709e-07
5,"dot",8.38298856895678e-07
6,"dot",6.39264143944278e-05
1,"filtering",9.79901332843977e-06
2,"filtering",8.80706538013056e-07
3,"filtering",8.87806159954261e-07
4,"filtering",8.63146410346709e-07
5,"filtering",8.38298856895678e-07
6,"filtering",5.49226940571845e-05
1,"typing",8.90819393494524e-07
2,"typing",9.77584257194491e-05
3,"typing",8.87806159954261e-07
4,"typing",8.63146410346709e-07
5,"typing",8.38298856895678e-07
6,"typing",7.29301347316712e-05
1,"remotely",8.90819393494524e-07
2,"remotely",8.89513603393186e-05
3,"remotely",1.86439293590395e-05
4,"remotely",8.63146410346709e-07
5,"remotely",1.76042759948093e-05
6,"remotely",9.00372033724334e-07
1,"revert",2.76154011983302e-05
2,"revert",8.80706538013056e-07
3,"revert",8.87806159954261e-07
4,"revert",0.00046696220799757
5,"revert",8.38298856895678e-07
6,"revert",9.00372033724334e-07
1,"waze",0.000107789146612837
2,"waze",8.80706538013056e-07
3,"waze",8.87806159954261e-07
4,"waze",8.63146410346709e-07
5,"waze",8.38298856895678e-07
6,"waze",9.00372033724334e-07
1,"safely",9.79901332843977e-06
2,"safely",8.01442949591881e-05
3,"safely",8.87806159954261e-07
4,"safely",8.63146410346709e-07
5,"safely",8.38298856895678e-07
6,"safely",9.00372033724334e-07
1,"sane",8.90819393494524e-07
2,"sane",8.80706538013056e-07
3,"sane",8.87806159954261e-07
4,"sane",8.63146410346709e-07
5,"sane",9.22128742585246e-06
6,"sane",3.69152533826978e-05
1,"abt",8.90819393494524e-07
2,"abt",8.80706538013056e-07
3,"abt",8.87806159954261e-07
4,"abt",8.63146410346709e-07
5,"abt",8.46681845464636e-05
6,"abt",9.00372033724334e-07
1,"corporate",8.90819393494524e-07
2,"corporate",0.00010656549109958
3,"corporate",8.87806159954261e-07
4,"corporate",8.63146410346709e-07
5,"corporate",8.38298856895678e-07
6,"corporate",9.00372033724334e-07
1,"clowns",8.90819393494524e-07
2,"clowns",4.49160334386658e-05
3,"clowns",8.87806159954261e-07
4,"clowns",8.63146410346709e-07
5,"clowns",8.38298856895678e-07
6,"clowns",9.00372033724334e-07
1,"headache",8.90819393494524e-07
2,"headache",0.000132986687239971
3,"headache",8.87806159954261e-07
4,"headache",6.12833951346163e-05
5,"headache",8.38298856895678e-07
6,"headache",9.00372033724334e-07
1,"millions",8.90819393494524e-07
2,"millions",0.000326742125602843
3,"millions",8.87806159954261e-07
4,"millions",9.4946105138138e-06
5,"millions",8.38298856895678e-07
6,"millions",9.00372033724334e-07
1,"dollars",8.90819393494524e-07
2,"dollars",0.000291513864082322
3,"dollars",8.87806159954261e-07
4,"dollars",8.63146410346709e-07
5,"dollars",8.38298856895678e-07
6,"dollars",9.00372033724334e-07
1,"bloatware",9.79901332843977e-06
2,"bloatware",4.49160334386658e-05
3,"bloatware",8.87806159954261e-07
4,"bloatware",8.63146410346709e-07
5,"bloatware",8.38298856895678e-07
6,"bloatware",9.00372033724334e-07
1,"pushed",8.90819393494524e-07
2,"pushed",8.80706538013056e-07
3,"pushed",0.000151814853352178
4,"pushed",1.81260746172809e-05
5,"pushed",8.38298856895678e-07
6,"pushed",9.00372033724334e-07
1,"products",8.90819393494524e-07
2,"products",8.80706538013056e-07
3,"products",8.87806159954261e-07
4,"products",8.63146410346709e-07
5,"products",7.62851959775067e-05
6,"products",9.00372033724334e-07
1,"focused",8.90819393494524e-07
2,"focused",0.00010656549109958
3,"focused",8.87806159954261e-07
4,"focused",8.63146410346709e-07
5,"focused",8.38298856895678e-07
6,"focused",9.00372033724334e-07
1,"behaves",2.76154011983302e-05
2,"behaves",8.80706538013056e-07
3,"behaves",8.87806159954261e-07
4,"behaves",4.40204669276821e-05
5,"behaves",8.38298856895678e-07
6,"behaves",2.79115330454544e-05
1,"smaller",9.79901332843977e-06
2,"smaller",8.80706538013056e-07
3,"smaller",8.87806159954261e-07
4,"smaller",8.63146410346709e-07
5,"smaller",0.000151732093098118
6,"smaller",2.79115330454544e-05
1,"seventy",8.90819393494524e-07
2,"seventy",0.000185829079520755
3,"seventy",8.87806159954261e-07
4,"seventy",8.63146410346709e-07
5,"seventy",8.38298856895678e-07
6,"seventy",9.00372033724334e-07
1,"line",8.90819393494524e-07
2,"line",5.37230988187964e-05
3,"line",1.86439293590395e-05
4,"line",8.63146410346709e-07
5,"line",8.38298856895678e-07
6,"line",0.000604149634629029
1,"practically",8.90819393494524e-07
2,"practically",0.000229864406421408
3,"practically",8.87806159954261e-07
4,"practically",8.63146410346709e-07
5,"practically",8.38298856895678e-07
6,"practically",9.90409237096768e-06
1,"excited",8.90819393494524e-07
2,"excited",8.80706538013056e-07
3,"excited",8.87806159954261e-07
4,"excited",8.63146410346709e-07
5,"excited",8.38298856895678e-07
6,"excited",9.09375754061579e-05
1,"denies",3.65235951332755e-05
2,"denies",8.80706538013056e-07
3,"denies",9.76586775949687e-06
4,"denies",8.63146410346709e-07
5,"denies",8.38298856895678e-07
6,"denies",9.90409237096768e-06
1,"reverted",9.79901332843977e-06
2,"reverted",8.80706538013056e-07
3,"reverted",5.41561757572099e-05
4,"reverted",8.63146410346709e-07
5,"reverted",8.38298856895678e-07
6,"reverted",9.00372033724334e-07
1,"shutdowns",8.90819393494524e-07
2,"shutdowns",8.80706538013056e-07
3,"shutdowns",8.87806159954261e-07
4,"shutdowns",8.63146410346709e-07
5,"shutdowns",6.790220740855e-05
6,"shutdowns",9.00372033724334e-07
1,"shazam",8.90819393494524e-07
2,"shazam",8.80706538013056e-07
3,"shazam",0.000125180668553551
4,"shazam",8.63146410346709e-07
5,"shazam",8.38298856895678e-07
6,"shazam",0.000117948736417888
1,"erased",3.65235951332755e-05
2,"erased",1.84948372982742e-05
3,"erased",2.75219909585821e-05
4,"erased",6.12833951346163e-05
5,"erased",8.38298856895678e-07
6,"erased",9.00372033724334e-07
1,"ex",8.90819393494524e-07
2,"ex",8.80706538013056e-07
3,"ex",8.96684221553803e-05
4,"ex",5.26519310311492e-05
5,"ex",9.22128742585246e-06
6,"ex",9.00372033724334e-07
1,"thx",8.90819393494524e-07
2,"thx",8.80706538013056e-07
3,"thx",0.000107424545354466
4,"thx",9.4946105138138e-06
5,"thx",1.76042759948093e-05
6,"thx",9.00372033724334e-07
1,"dam",8.90819393494524e-07
2,"dam",8.80706538013056e-07
3,"dam",8.87806159954261e-07
4,"dam",3.53890028242151e-05
5,"dam",1.76042759948093e-05
6,"dam",9.00372033724334e-07
1,"spodify",8.90819393494524e-07
2,"spodify",8.80706538013056e-07
3,"spodify",8.87806159954261e-07
4,"spodify",8.63146410346709e-07
5,"spodify",5.95192188395932e-05
6,"spodify",9.00372033724334e-07
1,"con",8.90819393494524e-07
2,"con",9.68777191814362e-06
3,"con",8.87806159954261e-07
4,"con",1.81260746172809e-05
5,"con",8.38298856895678e-07
6,"con",3.69152533826978e-05
1,"silly",8.90819393494524e-07
2,"silly",2.73019026784047e-05
3,"silly",8.96684221553803e-05
4,"silly",8.63146410346709e-07
5,"silly",8.38298856895678e-07
6,"silly",9.00372033724334e-07
1,"import",8.90819393494524e-07
2,"import",8.80706538013056e-07
3,"import",4.52781141576672e-05
4,"import",7.85463233415505e-05
5,"import",9.22128742585246e-06
6,"import",9.00372033724334e-07
1,"irritated",0.00019687108596229
2,"irritated",8.80706538013056e-07
3,"irritated",4.52781141576672e-05
4,"irritated",8.63146410346709e-07
5,"irritated",8.38298856895678e-07
6,"irritated",9.00372033724334e-07
1,"selling",8.90819393494524e-07
2,"selling",9.68777191814362e-06
3,"selling",5.41561757572099e-05
4,"selling",9.4946105138138e-06
5,"selling",8.38298856895678e-07
6,"selling",9.00372033724334e-07
1,"daughter",8.90819393494524e-07
2,"daughter",0.000150600818000232
3,"daughter",8.87806159954261e-07
4,"daughter",8.63146410346709e-07
5,"daughter",8.38298856895678e-07
6,"daughter",9.00372033724334e-07
1,"cup",8.90819393494524e-07
2,"cup",8.80706538013056e-07
3,"cup",3.64000525581247e-05
4,"cup",8.63146410346709e-07
5,"cup",9.22128742585246e-06
6,"cup",9.00372033724334e-07
1,"bits",2.76154011983302e-05
2,"bits",8.80706538013056e-07
3,"bits",8.87806159954261e-07
4,"bits",8.63146410346709e-07
5,"bits",8.38298856895678e-07
6,"bits",2.79115330454544e-05
1,"calling",8.90819393494524e-07
2,"calling",5.37230988187964e-05
3,"calling",8.87806159954261e-07
4,"calling",1.81260746172809e-05
5,"calling",8.38298856895678e-07
6,"calling",4.59189737199411e-05
1,"choosing",9.79901332843977e-06
2,"choosing",8.80706538013056e-07
3,"choosing",8.87806159954261e-07
4,"choosing",8.63146410346709e-07
5,"choosing",0.000419987727304735
6,"choosing",9.00372033724334e-07
1,"handle",0.000268136637441852
2,"handle",9.68777191814362e-06
3,"handle",8.87806159954261e-07
4,"handle",8.63146410346709e-07
5,"handle",8.38298856895678e-07
6,"handle",9.00372033724334e-07
1,"anyways",4.54317890682208e-05
2,"anyways",8.80706538013056e-07
3,"anyways",0.000116302606954008
4,"anyways",8.63146410346709e-07
5,"anyways",0.000160115081667075
6,"anyways",9.00372033724334e-07
1,"gray",4.54317890682208e-05
2,"gray",2.73019026784047e-05
3,"gray",8.87806159954261e-07
4,"gray",8.63146410346709e-07
5,"gray",8.38298856895678e-07
6,"gray",9.00372033724334e-07
1,"nonstop",8.90819393494524e-07
2,"nonstop",0.000141793752620102
3,"nonstop",9.76586775949687e-06
4,"nonstop",1.81260746172809e-05
5,"nonstop",8.38298856895678e-07
6,"nonstop",9.00372033724334e-07
1,"boot",8.90819393494524e-07
2,"boot",8.80706538013056e-07
3,"boot",8.07903605558377e-05
4,"boot",8.63146410346709e-07
5,"boot",3.43702531327228e-05
6,"boot",9.00372033724334e-07
1,"disconnected",8.90819393494524e-07
2,"disconnected",8.80706538013056e-07
3,"disconnected",8.87806159954261e-07
4,"disconnected",0.000415173423376767
5,"disconnected",9.22128742585246e-06
6,"disconnected",9.00372033724334e-07
1,"discovering",8.90819393494524e-07
2,"discovering",8.80706538013056e-07
3,"discovering",9.76586775949687e-06
4,"discovering",8.63146410346709e-07
5,"discovering",8.38298856895678e-07
6,"discovering",0.000307026863499998
1,"releasing",8.90819393494524e-07
2,"releasing",8.80706538013056e-07
3,"releasing",1.86439293590395e-05
4,"releasing",9.4946105138138e-06
5,"releasing",8.38298856895678e-07
6,"releasing",9.09375754061579e-05
1,"popups",8.90819393494524e-07
2,"popups",9.68777191814362e-06
3,"popups",3.64000525581247e-05
4,"popups",8.63146410346709e-07
5,"popups",1.76042759948093e-05
6,"popups",9.00372033724334e-07
1,"apply",8.90819393494524e-07
2,"apply",8.89513603393186e-05
3,"apply",9.76586775949687e-06
4,"apply",1.81260746172809e-05
5,"apply",8.38298856895678e-07
6,"apply",3.69152533826978e-05
1,"relation",8.90819393494524e-07
2,"relation",1.84948372982742e-05
3,"relation",8.87806159954261e-07
4,"relation",8.63146410346709e-07
5,"relation",2.5987264563766e-05
6,"relation",9.00372033724334e-07
1,"supposedly",9.79901332843977e-06
2,"supposedly",8.80706538013056e-07
3,"supposedly",6.30342373567525e-05
4,"supposedly",8.63146410346709e-07
5,"supposedly",8.38298856895678e-07
6,"supposedly",1.8907812708211e-05
1,"app.it",8.90819393494524e-07
2,"app.it",8.80706538013056e-07
3,"app.it",8.87806159954261e-07
4,"app.it",8.63146410346709e-07
5,"app.it",1.76042759948093e-05
6,"app.it",2.79115330454544e-05
1,"injoy",8.90819393494524e-07
2,"injoy",8.80706538013056e-07
3,"injoy",9.76586775949687e-06
4,"injoy",8.63146410346709e-07
5,"injoy",8.38298856895678e-07
6,"injoy",3.69152533826978e-05
1,"dolby",8.90819393494524e-07
2,"dolby",8.80706538013056e-07
3,"dolby",8.87806159954261e-07
4,"dolby",8.63146410346709e-07
5,"dolby",8.38298856895678e-07
6,"dolby",0.000135956177092375
1,"atmos",8.90819393494524e-07
2,"atmos",0.000124179621859841
3,"atmos",8.87806159954261e-07
4,"atmos",8.63146410346709e-07
5,"atmos",8.38298856895678e-07
6,"atmos",9.90409237096768e-06
1,"assortment",8.90819393494524e-07
2,"assortment",8.80706538013056e-07
3,"assortment",8.87806159954261e-07
4,"assortment",8.63146410346709e-07
5,"assortment",8.38298856895678e-07
6,"assortment",5.49226940571845e-05
1,"hire",7.21563708730564e-05
2,"hire",8.80706538013056e-07
3,"hire",5.41561757572099e-05
4,"hire",8.63146410346709e-07
5,"hire",8.38298856895678e-07
6,"hire",9.00372033724334e-07
1,"gain",8.90819393494524e-07
2,"gain",5.37230988187964e-05
3,"gain",8.87806159954261e-07
4,"gain",8.63146410346709e-07
5,"gain",9.22128742585246e-06
6,"gain",9.00372033724334e-07
1,"expand",8.90819393494524e-07
2,"expand",8.80706538013056e-07
3,"expand",8.87806159954261e-07
4,"expand",8.63146410346709e-07
5,"expand",8.38298856895678e-07
6,"expand",9.09375754061579e-05
1,"listens",8.90819393494524e-07
2,"listens",8.01442949591881e-05
3,"listens",8.87806159954261e-07
4,"listens",8.63146410346709e-07
5,"listens",8.38298856895678e-07
6,"listens",6.39264143944278e-05
1,"charges",8.90819393494524e-07
2,"charges",0.00011537255647971
3,"charges",8.87806159954261e-07
4,"charges",8.63146410346709e-07
5,"charges",8.38298856895678e-07
6,"charges",9.00372033724334e-07
1,"remain",8.90819393494524e-07
